LAMMPS data file - Generated sample, cooling_rate=100.0 K/ps

50 atoms
1 atom types

0.0 12.0 xlo xhi
0.0 12.0 ylo yhi
0.0 20.0 zlo zhi

Masses

1 12.011  # Carbon

Atoms  # atomic

1 1 6.172143 7.767713 0.000000
2 1 3.150134 2.273247 0.000000
3 1 2.630659 6.347813 0.000000
4 1 9.617368 3.205937 0.000000
5 1 6.505522 9.821733 0.000000
6 1 6.443602 10.067864 0.000000
7 1 10.326375 8.703453 0.000000
8 1 2.039768 3.612649 0.000000
9 1 5.306520 8.357514 0.000000
10 1 4.609830 6.433672 0.000000
11 1 3.117786 4.466883 0.000000
12 1 7.018250 11.346160 0.000000
13 1 2.637811 4.877152 0.000000
14 1 2.045895 3.594925 0.000000
15 1 3.657478 4.242580 0.000000
16 1 2.065419 6.202978 0.000000
17 1 6.172251 7.787305 0.000000
18 1 4.045472 1.302875 0.000000
19 1 7.480586 3.456204 0.000000
20 1 7.127533 0.004144 0.000000
21 1 4.558866 10.554546 0.000000
22 1 4.607164 5.907971 0.000000
23 1 8.936975 10.155098 0.000000
24 1 8.226875 8.362265 0.000000
25 1 8.069037 3.546901 0.000000
26 1 4.803563 11.980330 0.000000
27 1 7.032820 11.509599 0.000000
28 1 3.846911 11.778817 0.000000
29 1 7.635627 9.270660 0.000000
30 1 4.060128 8.859830 0.000000
31 1 2.949783 7.495877 0.000000
32 1 6.874668 11.579678 0.000000
33 1 6.508914 10.240531 0.000000
34 1 8.115037 0.617018 0.000000
35 1 0.520167 5.211009 0.000000
36 1 10.017257 6.050579 0.000000
37 1 7.036090 6.651012 0.000000
38 1 5.307608 8.349257 0.000000
39 1 8.644029 11.201820 0.000000
40 1 8.753008 10.700858 0.000000
41 1 6.465565 9.158900 0.000000
42 1 6.046838 0.411533 0.000000
43 1 4.066437 8.845047 0.000000
44 1 11.662114 7.313420 0.000000
45 1 2.317979 11.430072 0.000000
46 1 4.394593 3.047831 0.000000
47 1 3.933257 1.909653 0.000000
48 1 11.884044 8.431928 0.000000
49 1 1.883672 2.242874 0.000000
50 1 8.228384 8.358712 0.000000
